t,offset_ns,servo_state,freq_raw,path_delay_ns,raw,t_rel_s
15773.675,-28133,2,83939,846420,ptp4l[15773.675]: master offset     -28133 s2 freq  +83939 path delay    846420,215.1880000000001
15774.675,-666186,2,19467,846420,ptp4l[15774.675]: master offset    -666186 s2 freq  +19467 path delay    846420,216.1880000000001
15775.677,-222473,2,63616,846420,ptp4l[15775.677]: master offset    -222473 s2 freq  +63616 path delay    846420,217.1900000000005
15776.68,1685836,2,256133,846420,ptp4l[15776.680]: master offset    1685836 s2 freq +256133 path delay    846420,218.19300000000112
15777.678,-695548,2,17299,879751,ptp4l[15777.678]: master offset    -695548 s2 freq  +17299 path delay    879751,219.1910000000007
15778.677,-688712,2,17294,879751,ptp4l[15778.677]: master offset    -688712 s2 freq  +17294 path delay    879751,220.1900000000005
15779.677,-660405,2,19464,788194,ptp4l[15779.677]: master offset    -660405 s2 freq  +19464 path delay    788194,221.1900000000005
15780.678,-327536,2,52423,788194,ptp4l[15780.678]: master offset    -327536 s2 freq  +52423 path delay    788194,222.1910000000007
15781.678,-354175,2,49405,788194,ptp4l[15781.678]: master offset    -354175 s2 freq  +49405 path delay    788194,223.1910000000007
15782.678,-115580,2,73149,306196,ptp4l[15782.678]: master offset    -115580 s2 freq  +73149 path delay    306196,224.1910000000007
